"film_id","year","length","budget","votes","genre","rating"
27066,1981,90,9.1,144,"Action",5.2
13291,1981,78,14.2,61,"Action",4.3
5367,1988,48,12.4,5,"Comedy",8.5
56185,1975,12,10,57,"Short",8
23067,2000,90,8.2,65,"Action",4.5
11441,1941,68,12.3,15,"Comedy",8.4
38904,1995,NA,11.2,17,"Drama",3.4
1790,1983,91,13.4,2171,"Drama",3.2
10350,1994,107,16.9,913,"Comedy",8.4
39147,1970,71,8.8,308,"Action",3
24551,1934,21,13.7,7,"Comedy",8.2
55704,2002,96,11,27,"Drama",3.9
1612,1980,153,7.1,42,"Action",3.2
30320,2004,88,12.1,30,"Drama",3.4
8488,1980,95,14.5,2468,"Action",4.7
1765,1950,7,13.3,53,"Animation",8.4
10487,1935,11,10,21,"Documentary",8
43417,1981,94,13.9,35,"Drama",3.6
18900,2002,NA,13.3,87,"Comedy",8
30512,1996,173,22.3,64,"Drama",8.1
27673,1932,96,10.4,52,"Action",3.9
58335,1980,140,11.5,8,"Drama",3.9
23509,1998,91,11.5,2374,"Comedy",4.8
591,1991,94,14.3,986,"Drama",4.1
58481,2002,100,13.8,130,"Comedy",7.3
41838,1996,134,15.2,173,"Drama",3.3
31739,1960,100,10.4,132,"Comedy",8.6
14313,2004,80,14.5,24,"Documentary",7.7
29250,1938,73,11.7,21,"Action",5.5
43050,1948,98,13.9,15,"Comedy",8.7
849,1956,74,13,16,"Action",4
6858,2003,88,10.9,208,"Comedy",2.3
54455,1997,95,11.6,148,"Documentary",8.6
48244,1963,80,7.5,8,"Comedy",7.9
57047,1996,95,7.1,59,"Documentary",4.5
42053,1998,91,10.2,231,"Comedy",7.4
35334,1991,102,15,5619,"Drama",5.1
3701,1943,55,8.5,13,"Action",5.4
15533,1996,106,7.9,138,"Drama",3.8
9660,2003,101,7.3,29,"Drama",3.5
22520,2003,87,12.8,810,"Comedy",8
35509,1993,95,10.8,11,"Drama",4.1
5130,1983,105,17.8,31,"Drama",5.5
34690,2003,83,14.3,40,"Comedy",3.6
58221,1971,100,9.7,5,"Drama",0.9
4727,2004,10,11.8,9,"Comedy",8.4
13935,1937,NA,16.1,44,"Romance",3.5
30623,1994,1,11.3,5,"Animation",5.1
12129,2002,57,15,28,"Documentary",8
382,1977,68,9.1,8,"Comedy",1.7
53397,1993,86,16.2,49,"Action",7.4
26068,1970,90,16.5,6,"Documentary",8.6
17640,2001,127,10,12,"Action",2.3
51535,1934,20,11.8,183,"Comedy",7.7
11227,1941,97,6.7,60,"Drama",3.3
44597,2003,78,16.1,82,"Documentary",8.7
12699,2001,8,9.6,15,"Action",8.1
18368,1958,17,13.1,37,"Comedy",7.8
37961,1995,100,15.1,140,"Action",8
44002,1985,112,12.4,99,"Drama",3.7
45573,1966,79,8.7,233,"Comedy",4
24844,2001,96,13,226,"Action",5.2
21216,1946,8,8.5,91,"Animation",8.1
13870,1995,95,17.1,83,"Action",8.3
20427,1994,74,9.2,14,"Drama",3.9
20615,1989,104,15.4,278,"Action",4.4
39156,1987,13,9.3,41,"Short",7.6
21833,1981,90,11,5157,"Action",3.9
24363,1995,118,12.2,1383,"Drama",4.5
23180,1951,7,10,16,"Animation",8.5
20272,1928,62,15,58,"Comedy",8.6
33248,2001,10,12.7,6,"Animation",9.1
7037,1970,93,11.3,538,"Drama",3.1
45184,1963,NA,15.3,5,"Drama",3.4
52034,1937,87,16.8,23,"Drama",5.8
18806,1985,98,15.4,12,"Drama",4.2
27714,1981,120,8.3,15,"Action",4
11597,1996,81,14,6,"Action",4.6
17845,2004,106,10,17715,"Drama",4.4
33930,1955,123,12.3,3932,"Comedy",4.5
16482,1944,96,10.4,20,"Drama",3.5
39976,2003,3,13,6,"Animation",8.2
51466,1959,92,15.8,49,"Comedy",4.3
6338,1987,86,17.1,58,"Action",7.9
40391,2002,14,10,5,"Comedy",7.2
7267,1997,99,13.1,708,"Drama",3.4
29880,1953,7,14.2,27,"Animation",8.1
3302,1987,94,15.6,21,"Action",2.7
42503,1946,NA,14.2,473,"Drama",4.3
21871,1968,100,15.2,21,"Drama",3.7
14770,1996,15,15.9,13,"Comedy",8.3
23901,2003,98,7.8,13,"Drama",4.8
33907,1987,89,12,34,"Comedy",7.8
26841,1938,90,11.9,68,"Comedy",7.5
41304,1988,102,12.2,316,"Drama",4.5
22751,1933,66,13,6,"Comedy",8.3
1016,1975,105,13.3,25,"Drama",3
44345,1988,90,13.1,7,"Action",3.3
52912,1956,107,16.3,120,"Drama",5.3
24024,1983,100,12.1,239,"Comedy",7.7
17192,1947,97,10.8,342,"Comedy",7.9
37502,2004,71,12.3,5,"Documentary",7.5
2340,1969,89,6.5,9,"Documentary",3.7
50630,1995,108,15.7,12,"Action",3.1
50070,1997,93,7.9,83,"Action",4.1
22257,2002,18,10.8,6,"Short",7.7
54917,1942,7,12.5,59,"Animation",8.9
34797,1939,129,11.6,11565,"Comedy",4.4
27133,1967,84,13,8,"Action",3.8
27110,1996,16,7.3,6,"Drama",8.1
50256,1983,75,15.1,20,"Drama",4.2
15999,1970,110,10.7,54,"Drama",2.4
49872,1992,34,13.5,11,"Short",7.8
33582,1994,110,12,2236,"Comedy",3.1
16216,2000,130,12.6,24301,"Drama",4.5
5003,1994,97,15,59,"Action",5.6
3333,1942,79,16.7,150,"Comedy",8.4
16988,1984,106,8.8,1392,"Drama",4.4
37150,1955,32,12.8,1268,"Documentary",8.1
33005,2004,106,12.4,44,"Documentary",7.9
29027,2001,24,8.4,7,"Short",7.9
40608,2000,86,15.2,10,"Documentary",7.6
12317,1997,87,15.3,66,"Animation",5.4
25468,1973,90,14,8,"Action",7.3
40842,1963,122,11.1,10,"Action",4.7
58753,2004,88,11.3,7,"Action",2.7
7301,1977,112,7.7,7,"Romance",4.3
40975,1988,99,9.7,962,"Documentary",7.4
32403,1987,60,10.7,18,"Documentary",8.3
51759,1992,105,9,247,"Drama",4.1
12430,1998,85,13.7,20,"Action",5
45078,1978,76,13.2,11,"Drama",3.8
25896,1960,100,12.5,209,"Comedy",8.4
411,1931,112,16.4,147,"Action",7.9
37461,1980,87,14.9,8,"Action",5.8
7315,1982,94,13.4,12,"Romance",3.1
46345,2004,90,10.7,11,"Action",2.8
36734,2003,9,11.4,7,"Short",7.8
8195,1960,70,7.5,16,"Drama",2.7
38130,1979,92,12,24,"Drama",5
35956,1936,7,12,15,"Animation",8
51415,1964,93,12.9,24,"Comedy",7.4
31690,1977,24,9.2,11,"Drama",8.3
27637,1997,84,9.5,190,"Action",8.1
11849,1976,71,7.8,21,"Action",4.4
20261,1912,17,17.4,125,"Drama",7.4
38573,1987,112,13.2,5150,"Comedy",4
4937,1964,121,10.3,114,"Drama",3.4
43048,1945,2,14.3,17,"Animation",7.5
28205,2004,105,10.5,214,"Drama",2.9
43467,1999,29,10.6,12,"Drama",7.6
11667,1983,16,17.3,498,"Comedy",7.5
47069,1930,8,11.1,14,"Animation",8.1
2112,1989,97,12.4,37,"Comedy",3.4
58508,1978,101,11.9,21,"Comedy",7.6
29407,2004,85,8.8,23,"Action",4.3
6594,1993,12,10.3,64,"Animation",8.3
46639,1958,71,14.5,42,"Action",3.2
41716,1997,74,13.7,6,"Action",5.3
38398,1997,123,13.7,16,"Action",4.1
2516,1999,82,14.7,28,"Drama",4.5
4726,1956,75,11.8,119,"Action",3.9
21470,1979,100,9.1,27,"Action",3.6
22127,1944,7,11.5,61,"Animation",7.8
5232,1981,76,12.8,33,"Documentary",8
53816,1948,7,16,22,"Animation",8.5
53337,1987,12,14.6,35,"Romance",7.7
28922,1948,89,10.8,9,"Drama",3.3
52924,1998,10,13.2,8,"Short",8.7
30219,1985,82,9.5,5,"Action",3.9
16740,2002,104,15.1,32,"Comedy",4.9
3707,2000,84,12.9,34,"Drama",4.2
13254,1988,92,9.2,26,"Action",3.8
56687,1995,76,9.1,41,"Action",3.2
40194,1981,84,5.3,773,"Romance",3.9
21088,1980,83,9.5,9,"Action",2.3
20630,2000,92,9.3,13,"Comedy",3.3
44545,1996,93,5.3,75,"Drama",3.5
49470,1954,10,10.7,5,"Short",8.4
55213,1953,97,9.2,341,"Drama",3.7
27655,1937,102,20.2,293,"Drama",8.3
21195,1956,85,15.1,107,"Action",2.9
40298,1978,88,12.6,48,"Drama",2.6
53002,1950,6,16.3,25,"Animation",8.3
48084,1980,90,11.8,5,"Documentary",8
52767,1994,105,15.8,62,"Drama",3.9
56559,2005,72,7.9,57,"Drama",5.4
13445,2002,35,13.8,5,"Short",7.5
17042,1988,97,10.4,9,"Comedy",7.9
10042,1940,63,9.8,351,"Comedy",8.7
48581,1979,93,13.7,29,"Drama",3.9
41713,1936,8,10.6,15,"Animation",9
47681,1933,7,8.1,90,"Animation",5.3
25168,1969,6,14.4,20,"Animation",7.8
16458,1999,6,11.5,34,"Animation",8
4081,1980,129,14,540,"Drama",6.7
10460,1985,93,12.3,16,"Drama",3.9
2292,1999,104,16.2,16,"Drama",2.8
51336,1960,95,13.7,6,"Drama",5
6634,1947,16,14.2,47,"Drama",8.2
50864,1946,NA,16.6,202,"Action",7.8
45953,1943,71,8.6,304,"Drama",5.1
24308,1948,88,14.2,8,"Drama",3.6
17362,1928,NA,9.7,15,"Drama",2.7
52615,1934,70,12.3,6,"Drama",4.6
27799,1994,98,12.2,13,"Action",4.2
40167,1996,96,15.7,204,"Action",3.9
35983,1998,16,10,18,"Drama",8.3
43608,2004,8,13.8,15,"Short",7.8
11339,1968,107,15.5,112,"Drama",3.7
8624,2001,59,13.8,11,"Documentary",8.2
20853,2001,87,13.6,127,"Drama",3.9
34151,1986,104,11.4,1819,"Comedy",4
42045,2001,5,16.3,16,"Short",9
12223,1950,70,14.5,9,"Action",3.2
30194,1940,84,15.3,20,"Comedy",8.2
42611,1993,35,9.9,30,"Comedy",7.9
53311,1914,14,7.4,57,"Animation",8
23013,1988,99,12,1153,"Comedy",8.1
10244,1998,114,15.1,15333,"Drama",4.6
41803,1998,162,10.5,36,"Action",2.8
45396,1996,4,11.8,21,"Animation",8
12357,1929,75,18,14,"Comedy",7.4
31102,1936,12,11.6,24,"Comedy",7.5
46780,1951,81,8.7,6,"Action",3.1
51232,1986,98,14.4,22,"Action",8.3
44660,2000,89,11.6,84,"Action",4.6
14329,2003,52,10.6,180,"Drama",3.7
23510,1985,29,13.5,7,"Short",8.2
1133,1952,98,13.3,122,"Drama",4.5
43521,1934,76,10.3,6,"Romance",3.7
4458,1895,1,7.1,48,"Documentary",7.8
32847,1992,97,4.3,23,"Comedy",2.6
38396,1937,21,16.5,63,"Comedy",8
14613,2003,85,10.8,355,"Comedy",4.4
36804,1979,21,9.5,35,"Short",8
45683,2002,91,13.8,150,"Drama",3.4
23492,1970,91,12.7,5,"Comedy",7.6
27415,1988,82,10.9,5,"Action",4.4
53055,1996,112,10.9,6,"Action",4.1
24263,1976,85,12.9,164,"Action",8.2
28487,2002,105,15.8,1043,"Comedy",8.2
954,1941,81,6.7,76,"Drama",3.6
30679,1991,84,16,12,"Comedy",8
53679,1977,105,7.5,21,"Comedy",2.9
4279,1935,96,9.4,82,"Drama",3
58391,1975,94,12.2,26,"Drama",4.7
29309,1979,33,7.6,18,"Short",8.4
53236,1984,91,8.6,7,"Action",4.4
8056,1956,103,13.3,7,"Romance",5.1
5001,1955,99,12.9,6,"Comedy",8.4
38972,1935,52,12,52,"Action",2.6
32347,1974,105,13.6,5,"Action",3.8
40192,2000,NA,13.3,56,"Drama",3.3
14700,1947,104,6.7,361,"Drama",3.3
26765,1955,98,10,7,"Comedy",8.6
14845,1990,112,6.8,58,"Action",3.6
43386,1998,96,11,8091,"Action",4.9
30508,1951,86,9.9,19,"Drama",2.9
52377,1983,107,7,1531,"Comedy",4.3
11496,1994,16,15.1,7,"Short",7.8
44487,2000,122,15.9,236,"Drama",5.6
21353,1958,78,11.8,77,"Action",4
33366,1969,99,11.5,29,"Drama",4.6
31591,1982,16,12.5,16,"Short",8.2
21421,1996,NA,11.2,102,"Drama",5.4
21746,2001,88,6.3,624,"Comedy",3.6
22279,1963,112,14,4641,"Action",4.8
17821,1988,77,13.8,8,"Action",4.1
47286,1953,69,9,8,"Drama",5.3
56473,1931,68,9.6,6,"Drama",4.1
14546,1940,8,11.3,49,"Animation",7.8
7541,1996,108,15.1,14415,"Action",7.7
23033,1956,7,8.3,35,"Animation",7.9
1649,1994,8,12.2,23,"Short",7.9
12221,2004,86,13.3,89,"Comedy",7.6
16327,1971,98,11.8,2951,"Action",3
29472,1992,91,6,8,"Drama",6.1
594,1989,161,11.1,6,"Comedy",3.2
44090,1999,6,4.7,6,"Comedy",8.1
15431,2002,90,14.1,9,"Comedy",7.4
20474,1998,89,12.5,14,"Action",2.3
25,1921,18,11.8,145,"Comedy",8.2
36508,1956,115,11.9,8,"Drama",4.3
51943,1955,93,13.7,9,"Drama",4.5
35595,1999,15,10,16,"Comedy",8.2
22414,1932,73,16.5,21,"Comedy",7.7
27186,1968,80,10.6,6,"Action",4.3
12015,1973,122,13.3,31,"Drama",3.6
19135,2003,90,12.5,6517,"Comedy",5.4
4472,2002,26,13.1,27,"Short",8.9
39267,1965,9,15.1,21,"Documentary",7.1
16,1987,101,13.5,614,"Action",8.1
16206,1963,85,10.1,20,"Action",4.6
10473,2003,80,13.1,27,"Comedy",7.7
9699,1998,77,9.7,17,"Documentary",7.4
20407,1966,110,15.7,513,"Comedy",3.9
50605,1971,81,12.7,5,"Drama",3.8
16662,1996,90,10.6,47,"Action",4.2
30412,1919,27,15.2,7,"Documentary",7.6
22191,1984,120,11.1,296,"Drama",3.3
11431,1950,70,10.6,14,"Action",5.9
13256,1955,56,7.2,103,"Action",3.5
43288,1949,69,13.1,15,"Action",4.4
17296,1966,114,14.3,20,"Comedy",8
49513,1930,75,10.4,12,"Drama",5.6
4207,1942,91,11.8,6,"Action",3.7
33768,1939,71,11.3,51,"Action",4.5
54196,1937,8,9.4,10,"Animation",7.5
31979,1940,76,11,43,"Drama",5
18171,1950,102,11.7,8,"Drama",3.8
9781,1996,11,12.6,6,"Animation",8
2781,1991,40,10.8,78,"Documentary",8.3
28168,1941,23,13.9,10,"Documentary",7.8
45772,1975,100,9.9,42,"Drama",3.1
15753,1941,70,11.1,5,"Action",3
46169,1990,130,18.3,34,"Drama",3.1
44154,1943,4,13.8,10,"Animation",8.2
23277,1969,140,11.6,23,"Action",3.3
56342,1975,17,11.1,11,"Short",8
17844,2004,12,17.9,10,"Short",8
39949,1985,95,13.1,18,"Drama",4.4
12923,1985,87,6.6,6,"Action",3.6
13963,2004,97,10,66,"Action",4.2
53554,2001,13,13.4,11,"Animation",7.9
28431,1997,5,9,5,"Animation",2.7
11408,1962,112,5.1,62,"Drama",4.3
57006,1956,7,16.2,30,"Animation",9.1
40563,1991,120,16.5,11180,"Action",2.7
32222,1991,95,15.3,1235,"Comedy",5.6
3245,1962,38,9.8,8,"Animation",3.8
19700,1981,92,16.4,187,"Action",8.8
48062,1926,68,10.4,188,"Drama",5.6
19902,1997,92,12.6,6430,"Comedy",8.1
56006,1996,103,15.3,35,"Drama",3.6
49953,1941,110,11.1,11,"Action",3.4
43629,1969,110,9.9,6,"Action",5
15337,1961,103,13.4,5,"Action",4.1
941,1997,57,16.9,16,"Documentary",7.3
52616,1954,11,10.9,11,"Short",8
48056,1965,91,11.7,22,"Action",5
11851,1943,81,12.9,15,"Comedy",7.8
38789,2001,87,10.6,88,"Comedy",8
11042,2002,138,13,16,"Drama",4.9
15493,1978,103,14.5,197,"Comedy",7.7
33919,1958,103,14.3,26,"Drama",2.2
51834,2002,40,16.4,36,"Documentary",8.5
6281,1949,72,11.1,39,"Comedy",7.9
36087,1931,78,9.2,34,"Drama",3.9
20761,2002,138,15.7,197,"Action",2.3
9278,1957,64,14.7,8,"Drama",3.8
33708,1943,67,10.2,10,"Drama",2.8
30736,1999,92,17.8,37,"Action",7.9
47911,1996,94,13.4,699,"Action",6.3
48317,1945,92,12.8,251,"Drama",5.2
8484,1998,60,10.7,9,"Documentary",7.9
58041,1989,97,10.4,138,"Action",3.1
24146,1937,20,9.4,11,"Drama",7.8
26282,1986,90,10.7,37,"Comedy",4.2
14521,1942,9,9.5,77,"Animation",8.1
55692,1991,110,13.8,27,"Action",3.3
5556,1955,83,11.7,56,"Drama",3.7
17930,2003,20,10.2,5,"Short",8.2
5871,1965,95,12.8,11,"Comedy",8.4
50181,1979,92,11.8,10,"Drama",4.9
35347,1942,96,5.2,60,"Comedy",4.4
33385,1979,7,7.7,11,"Animation",3.6
12948,1975,95,9.4,17,"Action",4.4
15959,1963,100,12.2,5,"Comedy",7.7
87,1958,94,11.2,5,"Action",4.5
1010,1953,108,11.1,10,"Drama",2.9
14796,2000,8,9.1,6,"Animation",3.4
34006,1990,94,8.7,18,"Comedy",5.6
35468,1948,NA,14.4,21,"Action",4.2
22678,1967,94,12.9,237,"Drama",5.2
42979,2003,80,9.8,8,"Drama",3.2
26673,2002,37,9.2,22,"Drama",7.9
44010,1995,104,15.4,487,"Comedy",2.7
32752,1994,80,12,6,"Comedy",8
5717,2000,110,6.3,16725,"Drama",4.4
28863,1936,64,11.7,11,"Comedy",8.6
8290,2002,8,10.7,10,"Animation",7.8
20099,1933,77,11.6,165,"Action",3.3
45724,2002,90,13.9,5,"Documentary",8.2
18110,1995,100,11.5,148,"Action",2.5
9039,1970,122,11.2,3463,"Comedy",8
54061,1994,90,19.2,9,"Documentary",7.9
24301,1973,89,11.1,202,"Drama",4.7
51241,2004,128,6.8,15809,"Comedy",3.2
6876,1954,149,14.9,24,"Drama",5
6774,1918,5,10.1,59,"Comedy",7.6
10503,1967,89,18.3,8,"Drama",4.3
24560,2003,10,10.6,8,"Short",8.3
27476,2000,NA,9.5,41,"Drama",4.2
21379,1989,109,7.1,1008,"Drama",5.7
49606,2003,76,11.5,56,"Drama",3
22456,2002,14,8.8,13,"Comedy",8
31383,1971,87,13.1,6,"Action",4.7
39298,1940,6,8.6,18,"Animation",8.4
1122,1984,9,10.8,5,"Animation",1.9
44540,2000,100,13.7,134,"Action",4.6
11776,2000,102,12.1,1383,"Action",5
42839,1941,86,10.4,49,"Drama",3.4
44406,1998,116,11.3,7,"Comedy",8.4
11137,1953,26,11.5,5,"Drama",8
24351,1973,88,9.9,8,"Comedy",4
13161,1985,96,15,340,"Action",1.9
12471,1982,93,14.8,6531,"Action",3.9
2089,2001,91,12,40,"Drama",3.5
26895,1990,NA,8.5,7,"Action",1.8
7288,1995,177,18.8,92437,"Action",4.4
1921,1973,70,13,9,"Drama",2.8
4573,1969,87,10.9,7,"Action",5
7500,1970,54,9.5,17,"Documentary",8.7
19795,1941,108,13.2,15,"Comedy",7.7
14134,1961,NA,15.3,489,"Comedy",8.5
8150,1997,10,12,8,"Comedy",7.8
1328,1998,100,12.8,10,"Action",4.8
29980,1993,82,10.8,12,"Action",2
28251,1999,89,7.4,684,"Action",2.3
40003,2001,15,14.7,70,"Short",7.4
55204,1961,100,13.4,31,"Drama",5.3
35778,2001,28,13.5,24,"Short",8.1
36563,1988,90,10.5,9,"Action",3.1
33008,1953,112,14.1,6,"Drama",3.9
11954,1988,98,18.9,78,"Action",7.1
24514,1949,73,15.7,91,"Action",8.3
14574,1991,115,16.2,31,"Action",4.6
5230,1959,121,12.7,266,"Drama",3.9
50522,1994,168,6.2,36,"Action",5.8
1527,1992,105,9.8,20,"Action",6
21566,2003,98,7.2,18,"Action",4.5
672,1999,96,14.2,16,"Drama",4.1
12937,1999,94,10.2,136,"Comedy",3.7
56432,1955,95,7.8,68,"Comedy",4.1
45905,1942,87,10.8,38,"Comedy",8.1
24119,2004,7,11.5,17,"Short",7.5
46763,1954,86,13.9,24,"Action",2.9
52298,1964,137,12.1,7,"Drama",4.4
50296,1964,81,10,16,"Drama",2.5
57829,1981,95,14.2,21,"Action",3.7
54443,1978,97,14.1,8,"Drama",8.6
45590,1989,103,6.4,3264,"Comedy",3.1
40613,1997,102,16.4,7,"Action",8.8
51915,1936,86,15.2,44,"Comedy",7.8
3209,1991,90,10.3,24,"Action",6.5
14970,2004,93,10.7,7,"Drama",3.4
46788,1962,105,9.7,20,"Action",4.5
37922,1986,95,8.2,72,"Comedy",4.5
45151,1948,9,8.4,6,"Documentary",8
36460,1990,102,9.6,1818,"Action",4.5
137,1998,23,17.6,11,"Short",8.1
15859,1988,80,15.5,74,"Action",3.1
846,2001,35,9.3,159,"Comedy",8.4
20341,1987,85,14.3,5,"Documentary",8.3
55832,1985,NA,6.9,13,"Romance",3.5
39049,1994,89,17.1,237,"Drama",4.5
42250,1988,133,15.6,42562,"Comedy",7.8
50078,2003,10,4.1,10,"Comedy",8.1
7732,1997,83,12.2,732,"Comedy",7.3
12183,1966,84,14.5,99,"Action",2.1
39331,1993,102,14.3,50,"Comedy",8.5
2544,1974,75,6.2,8,"Action",4.4
53924,1936,71,10.9,28,"Drama",3.9
35930,2001,70,11.9,7,"Documentary",8
27916,1935,8,13.8,11,"Animation",8
34327,1956,96,16.9,46,"Comedy",7.9
32632,1944,95,13.4,26,"Drama",5.1
16201,1961,93,9.5,97,"Action",3.5
25493,2003,80,13.2,8,"Documentary",7.7
37291,1949,96,16.8,86,"Action",8.1
17802,1987,27,11.1,25,"Short",7.9
4392,1927,79,15.3,26,"Drama",3.8
48577,1976,72,12.3,7,"Action",3.2
32555,1963,126,13.5,43,"Comedy",7.8
55340,1971,83,12.4,143,"Action",3.4
14771,1954,85,6.7,30,"Drama",4.9
13130,1996,108,15.5,15,"Action",8.9
53883,1934,7,11.7,12,"Animation",7
45579,1979,107,9.7,293,"Drama",4.6
36047,1994,95,11.8,674,"Action",2.6
56562,1948,7,15,41,"Animation",7.9
31157,1967,14,14.5,5,"Short",7.9
11665,1946,167,6.5,51,"Action",4.2
16404,1982,90,15.1,12,"Comedy",8.3
32867,1997,17,9.5,16,"Comedy",8.1
31362,1977,130,12,448,"Drama",3.4
14010,1985,70,15.2,8,"Action",4.6
9437,2002,100,4.7,11,"Action",3.7
16910,2000,75,11,25,"Documentary",8.5
17918,2003,11,17.9,14,"Animation",7.8
8135,1996,92,12.9,31,"Action",3.9
27755,1976,99,19.3,47,"Drama",4.5
29545,1999,4,17.3,43,"Animation",7.9
26616,1997,96,11.7,72,"Comedy",7.1
53226,1965,80,8.1,32,"Drama",2.8
17098,1999,75,10.3,5353,"Animation",5.1
10343,2003,93,10.8,6,"Documentary",8
2386,2000,120,11.5,33,"Drama",3
42596,1997,99,13,6,"Drama",4.8
13611,1937,61,12.2,8,"Action",4.3
13902,1995,181,13.4,765,"Comedy",4.7
15475,1999,100,16.5,43,"Action",4.3
17965,1939,84,6,67,"Comedy",2.7
48382,1958,93,10.7,5,"Drama",4.6
54823,1942,60,9.1,7,"Action",3.8
26440,1987,99,12.1,14,"Comedy",5.8
23651,1987,91,13.9,902,"Drama",2.9
33177,1996,94,14.9,20,"Drama",3.8
13458,1957,102,15.8,1096,"Comedy",3.3
28809,1988,93,15.1,1716,"Action",4.9
57781,2004,85,13,48,"Action",4.5
8006,1914,6,12.9,36,"Comedy",8.4
7463,1930,69,14.9,16,"Drama",3.8
16757,1972,2,10,5,"Short",7.7
35937,1984,97,6.8,43,"Action",4.2
25383,1955,90,7.8,8,"Drama",4.6
4898,1928,100,13.2,56,"Drama",4.6
5500,1929,19,9.5,312,"Comedy",8.3
52999,1950,55,11.1,6,"Action",3.7
44570,1962,125,8.8,147,"Drama",3.2
53071,1959,84,11.5,33,"Drama",3.3
19714,1992,92,13.8,170,"Action",3.5
51063,2000,120,10.5,237,"Action",4.9
52245,1971,104,10.4,8,"Comedy",4.7
26939,1981,99,14,10,"Comedy",7.7
31505,1967,100,8.1,11,"Comedy",3.8
47978,1987,106,11.9,1668,"Action",3.3
8654,2002,9,10.8,11,"Comedy",8.5
43869,1989,108,13.1,331,"Comedy",3.6
28412,1990,152,4.9,5,"Action",5
33237,1999,118,15.3,61,"Action",3.1
29410,1996,99,14.4,43,"Comedy",7.7
6597,1960,89,11.4,13,"Comedy",8.1
48968,1985,84,15,52,"Action",2.5
38689,1966,28,8.8,41,"Documentary",7.8
20100,1975,88,7.3,192,"Action",4.3
39809,1962,115,12.6,148,"Drama",4.6
6145,1945,NA,10.3,7,"Action",4.7
39425,2003,2,8.3,129,"Comedy",7.6
32917,1966,28,9.9,31,"Documentary",7.9
57024,1940,100,12.4,8,"Action",5.1
26870,1963,104,9.2,54,"Action",4.5
11932,1998,141,12,10,"Drama",4.4
11934,1996,88,12.7,959,"Comedy",8.2
596,2002,98,9,17,"Comedy",2.5
30742,1925,93,10.5,376,"Action",3.4
55735,1983,90,6.5,11,"Action",4.5
42197,1993,98,10.6,50,"Action",3.1
43110,1983,101,3.4,221,"Comedy",3.5
12382,1998,105,13.8,40,"Drama",3.3
30009,1979,108,12.9,232,"Action",2.9
42400,1956,84,8.6,12,"Action",4.9
21083,1989,90,18.1,74,"Action",8.7
51670,1990,100,13.6,19,"Action",3.3
44953,1998,104,11.1,1775,"Drama",4.4
48480,1970,NA,14.3,85,"Comedy",7.9
17702,1982,NA,13.7,11,"Drama",4.8
53317,1967,126,8.7,165,"Action",3.6
42255,1996,98,8.7,73,"Comedy",4.8
50759,1993,NA,12.7,181,"Drama",3.4
57808,2003,100,13.2,6,"Action",4
8364,2003,87,10.7,131,"Drama",3.3
52266,2003,82,7.9,346,"Action",3.6
4942,1971,88,9.7,7,"Comedy",5.2
18178,1989,98,12.5,214,"Comedy",7.5
15414,1999,96,6.9,4015,"Comedy",4.3
13074,1983,90,21.3,6,"Comedy",7.9
193,1998,88,11.6,118,"Comedy",5.1
43156,1936,65,10.5,82,"Action",3.8
3128,2002,7,10.1,37,"Short",8
52706,1984,90,6.6,8089,"Comedy",3.4
6779,1999,118,12.6,17766,"Drama",5.4
52221,1957,96,14.5,64,"Drama",4.4
6983,1999,114,10.9,150,"Comedy",7.7
28572,1984,100,12.9,685,"Action",7.6
20013,1982,108,11.2,5,"Drama",3.5
47671,1949,6,16.2,13,"Animation",8.6
36891,1962,79,9.4,10,"Action",3.4
53892,1994,120,14,60,"Comedy",4.7
31037,1972,86,11,5,"Drama",4.4
38120,1967,NA,17.7,59,"Comedy",8.5
46077,2005,12,14.9,11,"Drama",7.9
25372,2002,53,11.8,37,"Documentary",8.1
4252,1968,100,12.4,53,"Action",3.8
21522,1963,95,10.2,16,"Action",3.5
37760,1987,117,15.3,21,"Action",3.5
17260,2004,NA,12.4,7,"Documentary",8.8
41829,1988,162,12.1,132,"Action",6
34093,1970,124,12.7,455,"Drama",2.6
22787,1945,90,8.9,97,"Comedy",5.4
51532,2002,95,12.8,17,"Drama",2.4
53538,1983,96,4.4,27,"Comedy",3.4
23235,2001,2,12.2,12,"Short",8.4
37940,2000,10,10.1,6,"Comedy",8.2
7128,1976,35,10.4,6,"Short",7.5
16374,1939,83,11,29,"Drama",4.4
37498,1989,89,15.3,5,"Action",3.1
2861,2003,108,9.5,3678,"Comedy",3.9
13497,1999,120,11.9,48,"Drama",3.4
39410,1944,69,17.3,251,"Action",8.4
35188,1985,90,14.3,152,"Drama",4.1
28413,1981,159,12.1,20,"Action",3.9
7818,1934,83,6.5,41,"Comedy",6
29190,1977,94,15.8,302,"Comedy",7.5
54774,1916,34,15.6,238,"Comedy",7.7
38329,1996,84,10,20,"Drama",5.5
8823,1959,86,12.3,166,"Comedy",8
39192,2000,78,17.5,33,"Drama",3.1
39466,1996,80,14.5,35,"Comedy",7.6
10719,1998,16,10.9,5,"Comedy",8.6
41466,1967,77,10.3,163,"Action",3.3
14997,1958,NA,13.6,11,"Comedy",7.7
16900,1940,10,15.3,5,"Short",7.8
21902,1966,88,10.6,10,"Action",1.8
17266,1951,77,15,30,"Drama",2.3
54420,1939,135,13.7,228,"Drama",4.5
